Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Density,Forested Area
India,Siruguppa,63.00,Moderate,0.00,Good,26.00,Good,0.00,Good,63.00,Moderate,464.00,0.24
India,Wokha,57.00,Moderate,1.00,Good,26.00,Good,0.00,Good,57.00,Moderate,464.00,0.24
India,Gajendragarh,92.00,Moderate,0.00,Good,26.00,Good,0.00,Good,92.00,Moderate,464.00,0.24
India,Godhra,152.00,Unhealthy,1.00,Good,36.00,Good,0.00,Good,152.00,Unhealthy,464.00,0.24
India,Hindupur,24.00,Good,1.00,Good,24.00,Good,0.00,Good,21.00,Good,464.00,0.24
India,Umarkhed,110.00,Unhealthy for Sensitive Groups,1.00,Good,35.00,Good,0.00,Good,110.00,Unhealthy for Sensitive Groups,464.00,0.24
India,Sainthia,120.00,Unhealthy for Sensitive Groups,3.00,Good,108.00,Unhealthy for Sensitive Groups,2.00,Good,120.00,Unhealthy for Sensitive Groups,464.00,0.24
India,Kuppam,24.00,Good,1.00,Good,24.00,Good,0.00,Good,24.00,Good,464.00,0.24
India,Madhavaram,93.00,Moderate,2.00,Good,26.00,Good,3.00,Good,93.00,Moderate,464.00,0.24
Haiti,Delmas,124.00,Unhealthy for Sensitive Groups,2.00,Good,15.00,Good,5.00,Good,124.00,Unhealthy for Sensitive Groups,414.00,0.04
Haiti,Hinche,144.00,Unhealthy for Sensitive Groups,3.00,Good,4.00,Good,12.00,Good,144.00,Unhealthy for Sensitive Groups,414.00,0.04
Haiti,Carrefour,112.00,Unhealthy for Sensitive Groups,1.00,Good,38.00,Good,0.00,Good,112.00,Unhealthy for Sensitive Groups,414.00,0.04
Haiti,Jacmel,128.00,Unhealthy for Sensitive Groups,2.00,Good,14.00,Good,5.00,Good,128.00,Unhealthy for Sensitive Groups,414.00,0.04
Haiti,Verrettes,131.00,Unhealthy for Sensitive Groups,2.00,Good,18.00,Good,4.00,Good,131.00,Unhealthy for Sensitive Groups,414.00,0.04
Haiti,Dessalines,74.00,Moderate,2.00,Good,24.00,Good,3.00,Good,74.00,Moderate,414.00,0.04
Haiti,Les Cayes,102.00,Unhealthy for Sensitive Groups,1.00,Good,31.00,Good,0.00,Good,102.00,Unhealthy for Sensitive Groups,414.00,0.04
Philippines,Dipolog,30.00,Good,1.00,Good,17.00,Good,0.00,Good,30.00,Good,368.00,0.28
Philippines,Toboso,54.00,Moderate,1.00,Good,20.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Jasaan,59.00,Moderate,1.00,Good,32.00,Good,0.00,Good,59.00,Moderate,368.00,0.28
Philippines,Indang,50.00,Good,0.00,Good,24.00,Good,0.00,Good,50.00,Good,368.00,0.28
Philippines,Tagaytay,41.00,Good,1.00,Good,25.00,Good,1.00,Good,41.00,Good,368.00,0.28
Philippines,Talacogon,37.00,Good,1.00,Good,19.00,Good,0.00,Good,37.00,Good,368.00,0.28
Philippines,Tantangan,35.00,Good,1.00,Good,20.00,Good,0.00,Good,35.00,Good,368.00,0.28
Philippines,Bangued,27.00,Good,0.00,Good,23.00,Good,0.00,Good,27.00,Good,368.00,0.28
Philippines,Catbalogan,68.00,Moderate,1.00,Good,26.00,Good,0.00,Good,68.00,Moderate,368.00,0.28
Philippines,Baras,51.00,Moderate,1.00,Good,27.00,Good,1.00,Good,51.00,Moderate,368.00,0.28
Philippines,Palo,55.00,Moderate,1.00,Good,20.00,Good,0.00,Good,55.00,Moderate,368.00,0.28
Philippines,Romblon,50.00,Good,1.00,Good,23.00,Good,0.00,Good,50.00,Good,368.00,0.28
Philippines,Lianga,50.00,Good,1.00,Good,20.00,Good,0.00,Good,50.00,Good,368.00,0.28
Philippines,Lucena,32.00,Good,1.00,Good,29.00,Good,0.00,Good,32.00,Good,368.00,0.28
Philippines,Medellin,78.00,Moderate,1.00,Good,31.00,Good,0.00,Good,78.00,Moderate,368.00,0.28
Philippines,Manay,25.00,Good,0.00,Good,15.00,Good,0.00,Good,25.00,Good,368.00,0.28
Philippines,Manapla,54.00,Moderate,1.00,Good,22.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Margosatubig,17.00,Good,0.00,Good,16.00,Good,0.00,Good,17.00,Good,368.00,0.28
Philippines,Claveria,95.00,Moderate,1.00,Good,23.00,Good,0.00,Good,95.00,Moderate,368.00,0.28
Philippines,Pinamungahan,58.00,Moderate,1.00,Good,23.00,Good,0.00,Good,58.00,Moderate,368.00,0.28
Philippines,Alabel,19.00,Good,0.00,Good,16.00,Good,0.00,Good,19.00,Good,368.00,0.28
Philippines,Astorga,39.00,Good,1.00,Good,15.00,Good,0.00,Good,39.00,Good,368.00,0.28
Philippines,Bocaue,65.00,Moderate,1.00,Good,23.00,Good,1.00,Good,65.00,Moderate,368.00,0.28
Philippines,Carmen,80.00,Moderate,1.00,Good,26.00,Good,0.00,Good,80.00,Moderate,368.00,0.28
Philippines,Urdaneta,77.00,Moderate,1.00,Good,26.00,Good,1.00,Good,77.00,Moderate,368.00,0.28
Philippines,Jolo,30.00,Good,1.00,Good,15.00,Good,0.00,Good,30.00,Good,368.00,0.28
Philippines,Titay,100.00,Unhealthy for Sensitive Groups,1.00,Good,17.00,Good,0.00,Good,100.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Guiuan,52.00,Moderate,1.00,Good,19.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,Bustos,71.00,Moderate,1.00,Good,23.00,Good,1.00,Good,71.00,Moderate,368.00,0.28
Philippines,Bambang,53.00,Moderate,1.00,Good,26.00,Good,0.00,Good,53.00,Moderate,368.00,0.28
Philippines,Barra,52.00,Moderate,1.00,Good,27.00,Good,1.00,Good,52.00,Moderate,368.00,0.28
Philippines,Iba,111.00,Unhealthy for Sensitive Groups,1.00,Good,24.00,Good,2.00,Good,111.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Kawit,74.00,Moderate,1.00,Good,28.00,Good,4.00,Good,74.00,Moderate,368.00,0.28
Philippines,San Jacinto,89.00,Moderate,1.00,Good,27.00,Good,6.00,Good,89.00,Moderate,368.00,0.28
Philippines,San Miguel,153.00,Unhealthy,3.00,Good,19.00,Good,9.00,Good,153.00,Unhealthy,368.00,0.28
Philippines,Oroquieta,93.00,Moderate,1.00,Good,18.00,Good,0.00,Good,93.00,Moderate,368.00,0.28
Philippines,Trento,58.00,Moderate,1.00,Good,20.00,Good,0.00,Good,58.00,Moderate,368.00,0.28
Philippines,Malvar,53.00,Moderate,0.00,Good,23.00,Good,1.00,Good,53.00,Moderate,368.00,0.28
Philippines,Mangaldan,51.00,Moderate,0.00,Good,24.00,Good,1.00,Good,51.00,Moderate,368.00,0.28
Philippines,Bontoc,26.00,Good,0.00,Good,26.00,Good,0.00,Good,22.00,Good,368.00,0.28
Philippines,Tagoloan,54.00,Moderate,1.00,Good,18.00,Good,4.00,Good,54.00,Moderate,368.00,0.28
Philippines,Tagum,91.00,Moderate,2.00,Good,6.00,Good,4.00,Good,91.00,Moderate,368.00,0.28
Philippines,Mapandan,97.00,Moderate,2.00,Good,27.00,Good,6.00,Good,97.00,Moderate,368.00,0.28
Philippines,Mansalay,24.00,Good,0.00,Good,24.00,Good,0.00,Good,22.00,Good,368.00,0.28
Philippines,San Pedro,56.00,Moderate,1.00,Good,25.00,Good,2.00,Good,56.00,Moderate,368.00,0.28
Philippines,Norala,30.00,Good,1.00,Good,17.00,Good,0.00,Good,30.00,Good,368.00,0.28
Philippines,Cadiz,54.00,Moderate,1.00,Good,23.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Tayug,89.00,Moderate,1.00,Good,29.00,Good,1.00,Good,89.00,Moderate,368.00,0.28
Philippines,Ormoc,62.00,Moderate,1.00,Good,22.00,Good,0.00,Good,62.00,Moderate,368.00,0.28
Philippines,Pagadian,44.00,Good,1.00,Good,18.00,Good,1.00,Good,44.00,Good,368.00,0.28
Philippines,Pili,72.00,Moderate,1.00,Good,20.00,Good,1.00,Good,72.00,Moderate,368.00,0.28
Philippines,Baliuag,65.00,Moderate,1.00,Good,25.00,Good,2.00,Good,65.00,Moderate,368.00,0.28
Philippines,Bangar,30.00,Good,1.00,Good,30.00,Good,0.00,Good,19.00,Good,368.00,0.28
Philippines,Bacolod,38.00,Good,1.00,Good,19.00,Good,0.00,Good,38.00,Good,368.00,0.28
Philippines,Malolos,63.00,Moderate,1.00,Good,24.00,Good,1.00,Good,63.00,Moderate,368.00,0.28
Philippines,Talisay,52.00,Moderate,1.00,Good,23.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,General Emilio Aguinaldo,48.00,Good,0.00,Good,24.00,Good,0.00,Good,48.00,Good,368.00,0.28
Philippines,Bagabag,46.00,Good,1.00,Good,24.00,Good,0.00,Good,46.00,Good,368.00,0.28
Philippines,Botolan,70.00,Moderate,0.00,Good,25.00,Good,0.00,Good,70.00,Moderate,368.00,0.28
Philippines,Butuan,54.00,Moderate,1.00,Good,19.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Calatagan,50.00,Good,0.00,Good,23.00,Good,0.00,Good,50.00,Good,368.00,0.28
Philippines,Meycauayan,152.00,Unhealthy,4.00,Good,22.00,Good,9.00,Good,152.00,Unhealthy,368.00,0.28
Philippines,Nagcarlan,86.00,Moderate,2.00,Good,24.00,Good,8.00,Good,86.00,Moderate,368.00,0.28
Philippines,Dao,64.00,Moderate,1.00,Good,28.00,Good,2.00,Good,64.00,Moderate,368.00,0.28
Philippines,Pakil,51.00,Moderate,1.00,Good,23.00,Good,1.00,Good,51.00,Moderate,368.00,0.28
Philippines,La Carlota,36.00,Good,1.00,Good,18.00,Good,0.00,Good,36.00,Good,368.00,0.28
Philippines,Mahayag,23.00,Good,1.00,Good,15.00,Good,0.00,Good,23.00,Good,368.00,0.28
Philippines,Malilipot,49.00,Good,1.00,Good,25.00,Good,0.00,Good,49.00,Good,368.00,0.28
Philippines,Cabagan,46.00,Good,1.00,Good,37.00,Good,0.00,Good,46.00,Good,368.00,0.28
Philippines,Cainta,65.00,Moderate,1.00,Good,23.00,Good,1.00,Good,65.00,Moderate,368.00,0.28
Philippines,Bani,52.00,Moderate,0.00,Good,26.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,Sibulan,90.00,Moderate,1.00,Good,15.00,Good,0.00,Good,90.00,Moderate,368.00,0.28
Philippines,Binangonan,52.00,Moderate,1.00,Good,25.00,Good,1.00,Good,52.00,Moderate,368.00,0.28
Philippines,Ramos,141.00,Unhealthy for Sensitive Groups,1.00,Good,32.00,Good,1.00,Good,141.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Naval,60.00,Moderate,1.00,Good,28.00,Good,0.00,Good,60.00,Moderate,368.00,0.28
Philippines,New Corella,61.00,Moderate,1.00,Good,19.00,Good,0.00,Good,61.00,Moderate,368.00,0.28
Philippines,Minglanilla,65.00,Moderate,1.00,Good,22.00,Good,0.00,Good,65.00,Moderate,368.00,0.28
Philippines,Ramon,47.00,Good,1.00,Good,27.00,Good,0.00,Good,47.00,Good,368.00,0.28
Philippines,Molave,38.00,Good,0.00,Good,14.00,Good,0.00,Good,38.00,Good,368.00,0.28
Philippines,Abucay,47.00,Good,1.00,Good,27.00,Good,1.00,Good,47.00,Good,368.00,0.28
Philippines,Kabankalan,81.00,Moderate,1.00,Good,16.00,Good,0.00,Good,81.00,Moderate,368.00,0.28
Philippines,Olongapo,66.00,Moderate,0.00,Good,25.00,Good,0.00,Good,66.00,Moderate,368.00,0.28
Philippines,Hagonoy,52.00,Moderate,1.00,Good,27.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,Luna,54.00,Moderate,1.00,Good,23.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Mabitac,57.00,Moderate,1.00,Good,26.00,Good,1.00,Good,57.00,Moderate,368.00,0.28
Philippines,Tanza,63.00,Moderate,1.00,Good,23.00,Good,1.00,Good,63.00,Moderate,368.00,0.28
Philippines,Sorsogon,47.00,Good,1.00,Good,26.00,Good,0.00,Good,47.00,Good,368.00,0.28
Philippines,President Roxas,63.00,Moderate,1.00,Good,26.00,Good,0.00,Good,63.00,Moderate,368.00,0.28
Philippines,Cardona,120.00,Unhealthy for Sensitive Groups,2.00,Good,30.00,Good,6.00,Good,120.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Barotac Nuevo,47.00,Good,1.00,Good,22.00,Good,0.00,Good,47.00,Good,368.00,0.28
Philippines,Bato,57.00,Moderate,1.00,Good,26.00,Good,0.00,Good,57.00,Moderate,368.00,0.28
Philippines,Bay,53.00,Moderate,1.00,Good,23.00,Good,1.00,Good,53.00,Moderate,368.00,0.28
Philippines,Carranglan,60.00,Moderate,1.00,Good,25.00,Good,1.00,Good,60.00,Moderate,368.00,0.28
Philippines,Abuyog,45.00,Good,1.00,Good,21.00,Good,0.00,Good,45.00,Good,368.00,0.28
Philippines,Naga,72.00,Moderate,1.00,Good,20.00,Good,1.00,Good,72.00,Moderate,368.00,0.28
Philippines,Daet,41.00,Good,1.00,Good,27.00,Good,0.00,Good,41.00,Good,368.00,0.28
Philippines,Antipolo,61.00,Moderate,1.00,Good,23.00,Good,2.00,Good,61.00,Moderate,368.00,0.28
Philippines,Ipil,157.00,Unhealthy,1.00,Good,15.00,Good,0.00,Good,157.00,Unhealthy,368.00,0.28
Philippines,Los Banos,52.00,Moderate,1.00,Good,24.00,Good,1.00,Good,52.00,Moderate,368.00,0.28
Philippines,Santa Catalina,78.00,Moderate,1.00,Good,16.00,Good,0.00,Good,78.00,Moderate,368.00,0.28
Philippines,Paombong,103.00,Unhealthy for Sensitive Groups,3.00,Good,27.00,Good,7.00,Good,103.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Malanday,165.00,Unhealthy,5.00,Good,19.00,Good,12.00,Good,165.00,Unhealthy,368.00,0.28
Philippines,Taytay,65.00,Moderate,1.00,Good,23.00,Good,1.00,Good,65.00,Moderate,368.00,0.28
Philippines,Bunawan,54.00,Moderate,1.00,Good,18.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Aringay,59.00,Moderate,1.00,Good,24.00,Good,1.00,Good,59.00,Moderate,368.00,0.28
Philippines,Pila,89.00,Moderate,2.00,Good,26.00,Good,7.00,Good,89.00,Moderate,368.00,0.28
Philippines,Santa Ana,150.00,Unhealthy,2.00,Good,25.00,Good,8.00,Good,150.00,Unhealthy,368.00,0.28
Philippines,Siquijor,54.00,Moderate,1.00,Good,24.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Mariveles,42.00,Good,0.00,Good,27.00,Good,0.00,Good,42.00,Good,368.00,0.28
Philippines,Mambajao,112.00,Unhealthy for Sensitive Groups,1.00,Good,23.00,Good,0.00,Good,112.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Katipunan,152.00,Unhealthy,1.00,Good,14.00,Good,0.00,Good,152.00,Unhealthy,368.00,0.28
Philippines,Tangub,50.00,Good,0.00,Good,15.00,Good,0.00,Good,50.00,Good,368.00,0.28
Philippines,Rizal,84.00,Moderate,1.00,Good,31.00,Good,1.00,Good,84.00,Moderate,368.00,0.28
Philippines,Baganga,52.00,Moderate,1.00,Good,17.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,Digos,60.00,Moderate,1.00,Good,20.00,Good,0.00,Good,60.00,Moderate,368.00,0.28
Philippines,Tagbina,52.00,Moderate,1.00,Good,20.00,Good,0.00,Good,52.00,Moderate,368.00,0.28
Philippines,Maramag,36.00,Good,1.00,Good,22.00,Good,0.00,Good,36.00,Good,368.00,0.28
Philippines,Vigan,31.00,Good,1.00,Good,31.00,Good,0.00,Good,20.00,Good,368.00,0.28
Philippines,Pandi,62.00,Moderate,1.00,Good,25.00,Good,2.00,Good,62.00,Moderate,368.00,0.28
Philippines,Labangan,42.00,Good,0.00,Good,13.00,Good,0.00,Good,42.00,Good,368.00,0.28
Philippines,Santa Ignacia,151.00,Unhealthy,2.00,Good,25.00,Good,6.00,Good,151.00,Unhealthy,368.00,0.28
Philippines,Calauan,92.00,Moderate,2.00,Good,26.00,Good,9.00,Good,92.00,Moderate,368.00,0.28
Philippines,Irosin,55.00,Moderate,1.00,Good,21.00,Good,0.00,Good,55.00,Moderate,368.00,0.28
Philippines,San Luis,144.00,Unhealthy for Sensitive Groups,2.00,Good,26.00,Good,8.00,Good,144.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Santiago,62.00,Moderate,1.00,Good,13.00,Good,6.00,Good,62.00,Moderate,368.00,0.28
Philippines,Pulilan,63.00,Moderate,1.00,Good,23.00,Good,1.00,Good,63.00,Moderate,368.00,0.28
Philippines,Polomolok,41.00,Good,1.00,Good,17.00,Good,0.00,Good,41.00,Good,368.00,0.28
Philippines,Lutayan,53.00,Moderate,1.00,Good,24.00,Good,0.00,Good,53.00,Moderate,368.00,0.28
Philippines,Magsaysay,57.00,Moderate,1.00,Good,23.00,Good,0.00,Good,57.00,Moderate,368.00,0.28
Philippines,Roxas,45.00,Good,1.00,Good,27.00,Good,0.00,Good,45.00,Good,368.00,0.28
Philippines,Sagay,53.00,Moderate,1.00,Good,27.00,Good,0.00,Good,53.00,Moderate,368.00,0.28
Philippines,Samal,61.00,Moderate,1.00,Good,16.00,Good,0.00,Good,61.00,Moderate,368.00,0.28
Philippines,San Simon,54.00,Moderate,1.00,Good,27.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Pangil,51.00,Moderate,1.00,Good,26.00,Good,2.00,Good,51.00,Moderate,368.00,0.28
Philippines,Binalbagan,75.00,Moderate,1.00,Good,18.00,Good,0.00,Good,75.00,Moderate,368.00,0.28
Philippines,Angat,73.00,Moderate,1.00,Good,23.00,Good,1.00,Good,73.00,Moderate,368.00,0.28
Philippines,Tiwi,62.00,Moderate,1.00,Good,23.00,Good,0.00,Good,62.00,Moderate,368.00,0.28
Philippines,Maragondon,30.00,Good,1.00,Good,27.00,Good,1.00,Good,30.00,Good,368.00,0.28
Philippines,Tuba,55.00,Moderate,1.00,Good,25.00,Good,5.00,Good,55.00,Moderate,368.00,0.28
Philippines,Taal,75.00,Moderate,1.00,Good,21.00,Good,6.00,Good,75.00,Moderate,368.00,0.28
Philippines,Amadeo,40.00,Good,0.00,Good,26.00,Good,0.00,Good,40.00,Good,368.00,0.28
Philippines,Bongabon,75.00,Moderate,1.00,Good,29.00,Good,0.00,Good,75.00,Moderate,368.00,0.28
Philippines,Veruela,54.00,Moderate,1.00,Good,18.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Masinloc,62.00,Moderate,0.00,Good,25.00,Good,0.00,Good,62.00,Moderate,368.00,0.28
Philippines,Wao,30.00,Good,1.00,Good,20.00,Good,0.00,Good,30.00,Good,368.00,0.28
Philippines,Canlaon,44.00,Good,1.00,Good,17.00,Good,0.00,Good,44.00,Good,368.00,0.28
Philippines,General Mamerto Natividad,95.00,Moderate,1.00,Good,31.00,Good,1.00,Good,95.00,Moderate,368.00,0.28
Philippines,Hinatuan,33.00,Good,1.00,Good,18.00,Good,0.00,Good,33.00,Good,368.00,0.28
Philippines,Santa Elena,30.00,Good,1.00,Good,30.00,Good,0.00,Good,27.00,Good,368.00,0.28
Philippines,Morong,53.00,Moderate,1.00,Good,25.00,Good,1.00,Good,53.00,Moderate,368.00,0.28
Philippines,Vallehermoso,51.00,Moderate,1.00,Good,22.00,Good,0.00,Good,51.00,Moderate,368.00,0.28
Philippines,Silay,72.00,Moderate,2.00,Good,29.00,Good,3.00,Good,72.00,Moderate,368.00,0.28
Philippines,San Pascual,70.00,Moderate,1.00,Good,25.00,Good,6.00,Good,70.00,Moderate,368.00,0.28
Philippines,Cotabato,37.00,Good,1.00,Good,22.00,Good,1.00,Good,37.00,Good,368.00,0.28
Philippines,Calintaan,32.00,Good,0.00,Good,25.00,Good,0.00,Good,32.00,Good,368.00,0.28
Philippines,Bais,83.00,Moderate,1.00,Good,14.00,Good,0.00,Good,83.00,Moderate,368.00,0.28
Philippines,Lupao,73.00,Moderate,1.00,Good,23.00,Good,2.00,Good,73.00,Moderate,368.00,0.28
Philippines,Midsayap,54.00,Moderate,1.00,Good,25.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Alaminos,42.00,Good,0.00,Good,25.00,Good,1.00,Good,42.00,Good,368.00,0.28
Philippines,Buluan,38.00,Good,0.00,Good,20.00,Good,0.00,Good,38.00,Good,368.00,0.28
Philippines,Quezon,113.00,Unhealthy for Sensitive Groups,1.00,Good,27.00,Good,2.00,Good,113.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Maluso,26.00,Good,0.00,Good,15.00,Good,0.00,Good,26.00,Good,368.00,0.28
Philippines,Manila,131.00,Unhealthy for Sensitive Groups,3.00,Good,25.00,Good,7.00,Good,131.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Paete,51.00,Moderate,1.00,Good,23.00,Good,1.00,Good,51.00,Moderate,368.00,0.28
Philippines,San Marcelino,47.00,Good,1.00,Good,28.00,Good,0.00,Good,47.00,Good,368.00,0.28
Philippines,San Mariano,42.00,Good,1.00,Good,34.00,Good,0.00,Good,42.00,Good,368.00,0.28
Philippines,Bulalacao,44.00,Good,1.00,Good,21.00,Good,0.00,Good,44.00,Good,368.00,0.28
Philippines,Batangas,72.00,Moderate,2.00,Good,25.00,Good,7.00,Good,72.00,Moderate,368.00,0.28
Philippines,Davao,87.00,Moderate,1.00,Good,17.00,Good,1.00,Good,87.00,Moderate,368.00,0.28
Philippines,Laoag,28.00,Good,0.00,Good,28.00,Good,0.00,Good,26.00,Good,368.00,0.28
Philippines,Placer,32.00,Good,1.00,Good,23.00,Good,0.00,Good,32.00,Good,368.00,0.28
Philippines,Tubod,26.00,Good,1.00,Good,15.00,Good,0.00,Good,26.00,Good,368.00,0.28
Philippines,San Nicolas,62.00,Moderate,1.00,Good,23.00,Good,1.00,Good,62.00,Moderate,368.00,0.28
Philippines,Mamburao,34.00,Good,1.00,Good,18.00,Good,0.00,Good,34.00,Good,368.00,0.28
Philippines,Mankayan,31.00,Good,1.00,Good,21.00,Good,3.00,Good,31.00,Good,368.00,0.28
Philippines,Padada,89.00,Moderate,1.00,Good,13.00,Good,3.00,Good,89.00,Moderate,368.00,0.28
Philippines,Tanauan,63.00,Moderate,1.00,Good,23.00,Good,0.00,Good,63.00,Moderate,368.00,0.28
Philippines,Pililla,50.00,Good,1.00,Good,26.00,Good,1.00,Good,50.00,Good,368.00,0.28
Philippines,Kabacan,63.00,Moderate,1.00,Good,28.00,Good,0.00,Good,63.00,Moderate,368.00,0.28
Philippines,Calumpit,63.00,Moderate,1.00,Good,23.00,Good,1.00,Good,63.00,Moderate,368.00,0.28
Philippines,Dulag,54.00,Moderate,1.00,Good,17.00,Good,0.00,Good,54.00,Moderate,368.00,0.28
Philippines,Pamplona,81.00,Moderate,1.00,Good,14.00,Good,0.00,Good,81.00,Moderate,368.00,0.28
Philippines,Sampaloc,54.00,Moderate,1.00,Good,23.00,Good,1.00,Good,54.00,Moderate,368.00,0.28
Philippines,Obando,64.00,Moderate,1.00,Good,23.00,Good,1.00,Good,64.00,Moderate,368.00,0.28
Philippines,Gapan,71.00,Moderate,1.00,Good,26.00,Good,1.00,Good,71.00,Moderate,368.00,0.28
Philippines,Vinzons,41.00,Good,1.00,Good,23.00,Good,0.00,Good,41.00,Good,368.00,0.28
Philippines,Pio Duran,36.00,Good,1.00,Good,25.00,Good,0.00,Good,36.00,Good,368.00,0.28
Philippines,Bislig,31.00,Good,1.00,Good,18.00,Good,0.00,Good,31.00,Good,368.00,0.28
Philippines,Orion,43.00,Good,1.00,Good,27.00,Good,1.00,Good,43.00,Good,368.00,0.28
Philippines,Noveleta,48.00,Good,1.00,Good,27.00,Good,1.00,Good,48.00,Good,368.00,0.28
Philippines,Tigaon,54.00,Moderate,1.00,Good,21.00,Good,1.00,Good,54.00,Moderate,368.00,0.28
Philippines,Carigara,61.00,Moderate,1.00,Good,23.00,Good,0.00,Good,61.00,Moderate,368.00,0.28
Philippines,Bayugan,44.00,Good,1.00,Good,18.00,Good,0.00,Good,44.00,Good,368.00,0.28
Philippines,Parang,50.00,Good,1.00,Good,18.00,Good,2.00,Good,50.00,Good,368.00,0.28
Philippines,Pasil,42.00,Good,1.00,Good,16.00,Good,4.00,Good,42.00,Good,368.00,0.28
Philippines,Victorias,60.00,Moderate,1.00,Good,19.00,Good,0.00,Good,60.00,Moderate,368.00,0.28
Philippines,Estancia,51.00,Moderate,1.00,Good,23.00,Good,0.00,Good,51.00,Moderate,368.00,0.28
Philippines,Lucban,74.00,Moderate,2.00,Good,22.00,Good,6.00,Good,74.00,Moderate,368.00,0.28
Philippines,Talibon,71.00,Moderate,1.00,Good,19.00,Good,0.00,Good,71.00,Moderate,368.00,0.28
Philippines,Apalit,60.00,Moderate,1.00,Good,24.00,Good,1.00,Good,60.00,Moderate,368.00,0.28
Philippines,Mabalacat,153.00,Unhealthy,2.00,Good,25.00,Good,7.00,Good,153.00,Unhealthy,368.00,0.28
Philippines,Goa,48.00,Good,0.00,Good,25.00,Good,0.00,Good,48.00,Good,368.00,0.28
Philippines,Baao,48.00,Good,0.00,Good,25.00,Good,0.00,Good,48.00,Good,368.00,0.28
Philippines,Bacoor,52.00,Moderate,1.00,Good,27.00,Good,1.00,Good,52.00,Moderate,368.00,0.28
Philippines,Minalin,67.00,Moderate,1.00,Good,25.00,Good,2.00,Good,67.00,Moderate,368.00,0.28
Philippines,Majayjay,51.00,Moderate,0.00,Good,24.00,Good,1.00,Good,51.00,Moderate,368.00,0.28
Philippines,Mati,23.00,Good,0.00,Good,15.00,Good,0.00,Good,23.00,Good,368.00,0.28
Philippines,Bantay,34.00,Good,0.00,Good,26.00,Good,0.00,Good,34.00,Good,368.00,0.28
Philippines,Solano,56.00,Moderate,1.00,Good,13.00,Good,4.00,Good,56.00,Moderate,368.00,0.28
Philippines,Tuguegarao,39.00,Good,1.00,Good,31.00,Good,0.00,Good,39.00,Good,368.00,0.28
Philippines,Kiamba,16.00,Good,0.00,Good,16.00,Good,0.00,Good,13.00,Good,368.00,0.28
Philippines,Hermosa,54.00,Moderate,1.00,Good,26.00,Good,1.00,Good,54.00,Moderate,368.00,0.28
Philippines,Manaoag,84.00,Moderate,1.00,Good,26.00,Good,1.00,Good,84.00,Moderate,368.00,0.28
Philippines,Montevista,31.00,Good,1.00,Good,16.00,Good,0.00,Good,31.00,Good,368.00,0.28
Philippines,Tanay,120.00,Unhealthy for Sensitive Groups,2.00,Good,28.00,Good,6.00,Good,120.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Kalilangan,43.00,Good,1.00,Good,20.00,Good,0.00,Good,43.00,Good,368.00,0.28
Philippines,Magarao,55.00,Moderate,1.00,Good,25.00,Good,0.00,Good,55.00,Moderate,368.00,0.28
Philippines,Angono,63.00,Moderate,1.00,Good,23.00,Good,1.00,Good,63.00,Moderate,368.00,0.28
Philippines,Calamba,54.00,Moderate,1.00,Good,24.00,Good,1.00,Good,54.00,Moderate,368.00,0.28
Philippines,Guiguinto,71.00,Moderate,1.00,Good,24.00,Good,1.00,Good,71.00,Moderate,368.00,0.28
Philippines,Urbiztondo,119.00,Unhealthy for Sensitive Groups,2.00,Good,26.00,Good,6.00,Good,119.00,Unhealthy for Sensitive Groups,368.00,0.28
Philippines,Castillejos,102.00,Unhealthy for Sensitive Groups,1.00,Good,25.00,Good,3.00,Good,102.00,Unhealthy for Sensitive Groups,368.00,0.28
