Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Density,Forested Area
Russian Federation,Islamey,43.00,Good,1.00,Good,41.00,Good,1.00,Good,43.00,Good,9.00,0.50
Russian Federation,Kalininsk,50.00,Good,1.00,Good,35.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Kambarka,48.00,Good,1.00,Good,36.00,Good,0.00,Good,48.00,Good,9.00,0.50
Russian Federation,Gorodets,50.00,Good,1.00,Good,30.00,Good,2.00,Good,50.00,Good,9.00,0.50
Russian Federation,Neman,33.00,Good,1.00,Good,33.00,Good,1.00,Good,30.00,Good,9.00,0.50
Russian Federation,Myski,40.00,Good,1.00,Good,40.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Rtishchevo,56.00,Moderate,1.00,Good,34.00,Good,0.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Ishim,48.00,Good,1.00,Good,33.00,Good,0.00,Good,48.00,Good,9.00,0.50
Russian Federation,Kaltan,35.00,Good,1.00,Good,35.00,Good,1.00,Good,28.00,Good,9.00,0.50
Russian Federation,Valday,31.00,Good,1.00,Good,31.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Verkhniy Ufaley,32.00,Good,1.00,Good,32.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Volchansk,31.00,Good,1.00,Good,31.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Volokolamsk,50.00,Good,1.00,Good,28.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Volsk,59.00,Moderate,1.00,Good,38.00,Good,0.00,Good,59.00,Moderate,9.00,0.50
Russian Federation,Krymsk,41.00,Good,1.00,Good,41.00,Good,1.00,Good,24.00,Good,9.00,0.50
Russian Federation,Kirishi,33.00,Good,1.00,Good,33.00,Good,0.00,Good,14.00,Good,9.00,0.50
Russian Federation,Kirov,57.00,Moderate,1.00,Good,32.00,Good,0.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Kochubeyevskoye,49.00,Good,1.00,Good,32.00,Good,1.00,Good,49.00,Good,9.00,0.50
Russian Federation,Sorochinsk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Belomorsk,30.00,Good,1.00,Good,30.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Bronnitsy,33.00,Good,1.00,Good,29.00,Good,5.00,Good,33.00,Good,9.00,0.50
Russian Federation,Bogorodsk,51.00,Moderate,1.00,Good,31.00,Good,3.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Almetyevsk,32.00,Good,1.00,Good,32.00,Good,1.00,Good,10.00,Good,9.00,0.50
Russian Federation,Bakal,35.00,Good,1.00,Good,35.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Balabanovo,37.00,Good,1.00,Good,37.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Aksay,38.00,Good,1.00,Good,38.00,Good,2.00,Good,15.00,Good,9.00,0.50
Russian Federation,Belaya Glina,41.00,Good,1.00,Good,41.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Belebey,29.00,Good,1.00,Good,29.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Ruza,30.00,Good,1.00,Good,30.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Sarapul,46.00,Good,1.00,Good,24.00,Good,2.00,Good,46.00,Good,9.00,0.50
Russian Federation,Neftekumsk,36.00,Good,1.00,Good,36.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Kolpashevo,39.00,Good,1.00,Good,39.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Kurganinsk,47.00,Good,1.00,Good,41.00,Good,1.00,Good,47.00,Good,9.00,0.50
Russian Federation,Povorino,61.00,Moderate,1.00,Good,38.00,Good,0.00,Good,61.00,Moderate,9.00,0.50
Russian Federation,Pudozh,52.00,Moderate,1.00,Good,29.00,Good,0.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Buguruslan,50.00,Good,1.00,Good,31.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Baykalsk,31.00,Good,1.00,Good,31.00,Good,0.00,Good,30.00,Good,9.00,0.50
Russian Federation,Khasanya,37.00,Good,1.00,Good,37.00,Good,0.00,Good,31.00,Good,9.00,0.50
Russian Federation,Krasnoufimsk,37.00,Good,1.00,Good,27.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Kubinka,65.00,Moderate,1.00,Good,24.00,Good,4.00,Good,65.00,Moderate,9.00,0.50
Russian Federation,Labinsk,35.00,Good,1.00,Good,35.00,Good,1.00,Good,24.00,Good,9.00,0.50
Russian Federation,Kataysk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Leninsk,49.00,Good,1.00,Good,40.00,Good,0.00,Good,49.00,Good,9.00,0.50
Russian Federation,Lesozavodsk,37.00,Good,1.00,Good,31.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Gryazi,49.00,Good,1.00,Good,35.00,Good,0.00,Good,49.00,Good,9.00,0.50
Russian Federation,Skopin,42.00,Good,1.00,Good,35.00,Good,0.00,Good,42.00,Good,9.00,0.50
Russian Federation,Smolensk,35.00,Good,1.00,Good,35.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Sobinka,37.00,Good,1.00,Good,33.00,Good,2.00,Good,37.00,Good,9.00,0.50
Russian Federation,Donskoy,35.00,Good,1.00,Good,35.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Nizhniy Tagil,40.00,Good,1.00,Good,30.00,Good,0.00,Good,40.00,Good,9.00,0.50
Russian Federation,Novoaltaysk,56.00,Moderate,1.00,Good,35.00,Good,1.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Novoanninskiy,50.00,Good,1.00,Good,35.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Millerovo,43.00,Good,1.00,Good,40.00,Good,0.00,Good,43.00,Good,9.00,0.50
Russian Federation,Kamyzyak,97.00,Moderate,1.00,Good,43.00,Good,0.00,Good,97.00,Moderate,9.00,0.50
Russian Federation,Kazan,43.00,Good,1.00,Good,34.00,Good,3.00,Good,43.00,Good,9.00,0.50
Russian Federation,Akhtubinsk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,3.00,Good,9.00,0.50
Russian Federation,Aleksandrov,56.00,Moderate,1.00,Good,21.00,Good,6.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Shakhunya,57.00,Moderate,1.00,Good,31.00,Good,1.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Novocheboksarsk,51.00,Moderate,1.00,Good,31.00,Good,1.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Iskitim,36.00,Good,1.00,Good,36.00,Good,0.00,Good,36.00,Good,9.00,0.50
Russian Federation,Pavlovskiy Posad,31.00,Good,1.00,Good,31.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Gornozavodsk,28.00,Good,1.00,Good,28.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Dyatkovo,40.00,Good,0.00,Good,34.00,Good,0.00,Good,40.00,Good,9.00,0.50
Russian Federation,Yelets,61.00,Moderate,0.00,Good,33.00,Good,0.00,Good,61.00,Moderate,9.00,0.50
Russian Federation,Yugorsk,31.00,Good,1.00,Good,30.00,Good,0.00,Good,31.00,Good,9.00,0.50
Russian Federation,Yuryuzan,33.00,Good,1.00,Good,32.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Zelenogorsk,39.00,Good,1.00,Good,39.00,Good,3.00,Good,28.00,Good,9.00,0.50
Russian Federation,Likhoslavl,31.00,Good,0.00,Good,31.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Malaya Vishera,36.00,Good,0.00,Good,36.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Karpinsk,24.00,Good,1.00,Good,24.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Kuvandyk,29.00,Good,1.00,Good,29.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Yanaul,43.00,Good,1.00,Good,29.00,Good,1.00,Good,43.00,Good,9.00,0.50
Russian Federation,Unecha,36.00,Good,1.00,Good,36.00,Good,0.00,Good,16.00,Good,9.00,0.50
Russian Federation,Surkhakhi,36.00,Good,1.00,Good,36.00,Good,1.00,Good,36.00,Good,9.00,0.50
Russian Federation,Stupino,33.00,Good,1.00,Good,33.00,Good,1.00,Good,22.00,Good,9.00,0.50
Russian Federation,Protvino,37.00,Good,1.00,Good,37.00,Good,0.00,Good,26.00,Good,9.00,0.50
Russian Federation,Shuya,31.00,Good,1.00,Good,31.00,Good,1.00,Good,28.00,Good,9.00,0.50
Russian Federation,Barnaul,49.00,Good,1.00,Good,21.00,Good,12.00,Good,49.00,Good,9.00,0.50
Russian Federation,Yekaterinburg,40.00,Good,1.00,Good,40.00,Good,2.00,Good,22.00,Good,9.00,0.50
Russian Federation,Ardon,40.00,Good,1.00,Good,40.00,Good,1.00,Good,37.00,Good,9.00,0.50
Russian Federation,Chekhov,35.00,Good,1.00,Good,31.00,Good,1.00,Good,35.00,Good,9.00,0.50
Russian Federation,Cherlak,46.00,Good,1.00,Good,30.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Sukhinichi,35.00,Good,1.00,Good,33.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Akhty,74.00,Moderate,1.00,Good,34.00,Good,0.00,Good,74.00,Moderate,9.00,0.50
Russian Federation,Argayash,38.00,Good,1.00,Good,38.00,Good,1.00,Good,12.00,Good,9.00,0.50
Russian Federation,Minusinsk,32.00,Good,1.00,Good,24.00,Good,3.00,Good,32.00,Good,9.00,0.50
Russian Federation,Uchkeken,34.00,Good,1.00,Good,34.00,Good,1.00,Good,31.00,Good,9.00,0.50
Russian Federation,Udomlya,29.00,Good,1.00,Good,29.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Svetlograd,48.00,Good,1.00,Good,48.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Syzran,40.00,Good,1.00,Good,40.00,Good,0.00,Good,30.00,Good,9.00,0.50
Russian Federation,Vyazniki,38.00,Good,1.00,Good,38.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Gusev,34.00,Good,1.00,Good,34.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Kasli,39.00,Good,1.00,Good,39.00,Good,1.00,Good,11.00,Good,9.00,0.50
Russian Federation,Kem,34.00,Good,1.00,Good,34.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Cherdakly,51.00,Moderate,1.00,Good,31.00,Good,0.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Bugulma,45.00,Good,1.00,Good,27.00,Good,0.00,Good,45.00,Good,9.00,0.50
Russian Federation,Nizhnyaya Salda,29.00,Good,1.00,Good,29.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Severnyy,56.00,Moderate,1.00,Good,27.00,Good,1.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Staraya Kupavna,45.00,Good,1.00,Good,29.00,Good,4.00,Good,45.00,Good,9.00,0.50
Russian Federation,Kursavka,45.00,Good,1.00,Good,45.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Kharovsk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,5.00,Good,9.00,0.50
Russian Federation,Glazov,28.00,Good,1.00,Good,28.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Kodinsk,56.00,Moderate,1.00,Good,23.00,Good,1.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Kotovo,45.00,Good,1.00,Good,45.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Krasnoyarsk,35.00,Good,1.00,Good,27.00,Good,3.00,Good,35.00,Good,9.00,0.50
Russian Federation,Kstovo,36.00,Good,1.00,Good,36.00,Good,3.00,Good,30.00,Good,9.00,0.50
Russian Federation,Kupino,27.00,Good,1.00,Good,27.00,Good,0.00,Good,26.00,Good,9.00,0.50
Russian Federation,Lesnoy,41.00,Good,1.00,Good,41.00,Good,0.00,Good,39.00,Good,9.00,0.50
Russian Federation,Isilkul,50.00,Good,1.00,Good,31.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Ivanovo,33.00,Good,1.00,Good,33.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Gornyak,36.00,Good,1.00,Good,36.00,Good,0.00,Good,30.00,Good,9.00,0.50
Russian Federation,Severomorsk,27.00,Good,1.00,Good,27.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Slavgorod,35.00,Good,1.00,Good,35.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Sochi,45.00,Good,1.00,Good,45.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Otradnoye,73.00,Moderate,1.00,Good,40.00,Good,5.00,Good,73.00,Moderate,9.00,0.50
Russian Federation,Inta,25.00,Good,1.00,Good,25.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Dubna,29.00,Good,1.00,Good,29.00,Good,1.00,Good,22.00,Good,9.00,0.50
Russian Federation,Dzerzhinsk,54.00,Moderate,1.00,Good,30.00,Good,3.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Mariinskiy Posad,50.00,Good,1.00,Good,32.00,Good,1.00,Good,50.00,Good,9.00,0.50
Russian Federation,Mtsensk,33.00,Good,1.00,Good,33.00,Good,1.00,Good,20.00,Good,9.00,0.50
Russian Federation,Konstantinovsk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,14.00,Good,9.00,0.50
Russian Federation,Kushva,58.00,Moderate,1.00,Good,30.00,Good,0.00,Good,58.00,Moderate,9.00,0.50
Russian Federation,Livny,32.00,Good,1.00,Good,32.00,Good,1.00,Good,18.00,Good,9.00,0.50
Russian Federation,Pskov,34.00,Good,1.00,Good,34.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Ryazhsk,43.00,Good,1.00,Good,32.00,Good,1.00,Good,43.00,Good,9.00,0.50
Russian Federation,Shebekino,57.00,Moderate,1.00,Good,30.00,Good,2.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Novoulyanovsk,39.00,Good,1.00,Good,39.00,Good,1.00,Good,33.00,Good,9.00,0.50
Russian Federation,Cheremkhovo,57.00,Moderate,1.00,Good,18.00,Good,3.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Zhukovka,38.00,Good,1.00,Good,38.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Zverevo,46.00,Good,1.00,Good,46.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Dolinsk,32.00,Good,1.00,Good,32.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Belovo,36.00,Good,1.00,Good,36.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Chernogolovka,59.00,Moderate,1.00,Good,20.00,Good,13.00,Good,59.00,Moderate,9.00,0.50
Russian Federation,Votkinsk,38.00,Good,1.00,Good,28.00,Good,1.00,Good,38.00,Good,9.00,0.50
Russian Federation,Bolkhov,65.00,Moderate,0.00,Good,23.00,Good,1.00,Good,65.00,Moderate,9.00,0.50
Russian Federation,Bolokhovo,50.00,Good,0.00,Good,31.00,Good,1.00,Good,50.00,Good,9.00,0.50
Russian Federation,Aleysk,35.00,Good,1.00,Good,35.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Amursk,47.00,Good,1.00,Good,33.00,Good,0.00,Good,47.00,Good,9.00,0.50
Russian Federation,Sterlitamak,38.00,Good,1.00,Good,38.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Dalmatovo,60.00,Moderate,1.00,Good,34.00,Good,1.00,Good,60.00,Moderate,9.00,0.50
Russian Federation,Zayukovo,42.00,Good,1.00,Good,42.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Dudinka,46.00,Good,1.00,Good,21.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Murmansk,31.00,Good,1.00,Good,31.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Kamyshin,35.00,Good,1.00,Good,30.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Kharabali,39.00,Good,1.00,Good,39.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Klimovsk,49.00,Good,1.00,Good,30.00,Good,8.00,Good,49.00,Good,9.00,0.50
Russian Federation,Kemerovo,42.00,Good,1.00,Good,42.00,Good,0.00,Good,42.00,Good,9.00,0.50
Russian Federation,Kungur,33.00,Good,1.00,Good,33.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Kuznetsk,55.00,Moderate,1.00,Good,38.00,Good,0.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Kondopoga,32.00,Good,1.00,Good,32.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Plast,35.00,Good,1.00,Good,35.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Rodniki,33.00,Good,1.00,Good,33.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Kandalaksha,27.00,Good,1.00,Good,27.00,Good,0.00,Good,6.00,Good,9.00,0.50
Russian Federation,Severodvinsk,27.00,Good,1.00,Good,27.00,Good,0.00,Good,8.00,Good,9.00,0.50
Russian Federation,Svirsk,43.00,Good,1.00,Good,43.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Achinsk,37.00,Good,1.00,Good,37.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Zvenigorod,31.00,Good,1.00,Good,31.00,Good,4.00,Good,29.00,Good,9.00,0.50
Russian Federation,Gubkinskiy,32.00,Good,1.00,Good,32.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Vikhorevka,39.00,Good,1.00,Good,37.00,Good,0.00,Good,39.00,Good,9.00,0.50
Russian Federation,Boguchar,39.00,Good,1.00,Good,35.00,Good,0.00,Good,39.00,Good,9.00,0.50
Russian Federation,Kineshma,34.00,Good,1.00,Good,34.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Kozmodemyansk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Magnitogorsk,36.00,Good,1.00,Good,36.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Mayrtup,48.00,Good,1.00,Good,48.00,Good,1.00,Good,33.00,Good,9.00,0.50
Russian Federation,Nazran,61.00,Moderate,1.00,Good,45.00,Good,0.00,Good,61.00,Moderate,9.00,0.50
Russian Federation,Tver,45.00,Good,1.00,Good,28.00,Good,0.00,Good,45.00,Good,9.00,0.50
Russian Federation,Tsimlyansk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,4.00,Good,9.00,0.50
Russian Federation,Tayga,39.00,Good,1.00,Good,39.00,Good,0.00,Good,38.00,Good,9.00,0.50
Russian Federation,Tolbazy,40.00,Good,1.00,Good,40.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Syasstroy,32.00,Good,1.00,Good,32.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Buturlinovka,42.00,Good,1.00,Good,42.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Chaplygin,39.00,Good,1.00,Good,39.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Cherepovets,30.00,Good,1.00,Good,30.00,Good,0.00,Good,8.00,Good,9.00,0.50
Russian Federation,Sosnovka,39.00,Good,1.00,Good,33.00,Good,0.00,Good,39.00,Good,9.00,0.50
Russian Federation,Sudogda,39.00,Good,1.00,Good,39.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Nizhnyaya Tura,41.00,Good,1.00,Good,41.00,Good,0.00,Good,39.00,Good,9.00,0.50
Russian Federation,Novouzensk,49.00,Good,1.00,Good,49.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Novyy Urengoy,73.00,Moderate,1.00,Good,23.00,Good,0.00,Good,73.00,Moderate,9.00,0.50
Russian Federation,Bodaybo,33.00,Good,2.00,Good,18.00,Good,1.00,Good,33.00,Good,9.00,0.50
Russian Federation,Chernogorsk,37.00,Good,1.00,Good,18.00,Good,7.00,Good,37.00,Good,9.00,0.50
Russian Federation,Chernushka,40.00,Good,1.00,Good,40.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Gelendzhik,39.00,Good,1.00,Good,39.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Dorogobuzh,32.00,Good,1.00,Good,32.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Elista,37.00,Good,1.00,Good,37.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Serafimovskiy,40.00,Good,1.00,Good,40.00,Good,0.00,Good,8.00,Good,9.00,0.50
Russian Federation,Sergach,35.00,Good,1.00,Good,35.00,Good,1.00,Good,30.00,Good,9.00,0.50
Russian Federation,Slantsy,35.00,Good,1.00,Good,35.00,Good,0.00,Good,6.00,Good,9.00,0.50
Russian Federation,Ryazan,37.00,Good,1.00,Good,35.00,Good,3.00,Good,37.00,Good,9.00,0.50
Russian Federation,Morozovsk,46.00,Good,1.00,Good,40.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Nevel,33.00,Good,1.00,Good,33.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Rayevskiy,37.00,Good,1.00,Good,31.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Mikhaylov,37.00,Good,1.00,Good,37.00,Good,1.00,Good,27.00,Good,9.00,0.50
Russian Federation,Nyandoma,29.00,Good,1.00,Good,29.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Rasskazovo,48.00,Good,1.00,Good,35.00,Good,1.00,Good,48.00,Good,9.00,0.50
Russian Federation,Orsk,136.00,Unhealthy for Sensitive Groups,1.00,Good,34.00,Good,1.00,Good,136.00,Unhealthy for Sensitive Groups,9.00,0.50
Russian Federation,Otradnyy,42.00,Good,1.00,Good,42.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Poronaysk,29.00,Good,2.00,Good,29.00,Good,3.00,Good,17.00,Good,9.00,0.50
Russian Federation,Pechora,17.00,Good,1.00,Good,17.00,Good,1.00,Good,17.00,Good,9.00,0.50
Russian Federation,Ipatovo,40.00,Good,1.00,Good,40.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Kholmsk,33.00,Good,0.00,Good,33.00,Good,0.00,Good,7.00,Good,9.00,0.50
Russian Federation,Kotovsk,41.00,Good,1.00,Good,30.00,Good,1.00,Good,41.00,Good,9.00,0.50
Russian Federation,Karasuk,32.00,Good,1.00,Good,32.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Iglino,41.00,Good,1.00,Good,31.00,Good,2.00,Good,41.00,Good,9.00,0.50
Russian Federation,Gorokhovets,30.00,Good,1.00,Good,30.00,Good,0.00,Good,12.00,Good,9.00,0.50
Russian Federation,Kamyshlov,32.00,Good,1.00,Good,32.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Dubovka,38.00,Good,1.00,Good,38.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Kovrov,52.00,Moderate,1.00,Good,28.00,Good,4.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Progress,35.00,Good,1.00,Good,35.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Novaya Lyalya,51.00,Moderate,1.00,Good,30.00,Good,0.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Novoshakhtinsk,38.00,Good,1.00,Good,38.00,Good,1.00,Good,12.00,Good,9.00,0.50
Russian Federation,Sovetsk,34.00,Good,1.00,Good,33.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Istra,47.00,Good,1.00,Good,30.00,Good,3.00,Good,47.00,Good,9.00,0.50
Russian Federation,Guryevsk,40.00,Good,1.00,Good,40.00,Good,1.00,Good,25.00,Good,9.00,0.50
Russian Federation,Sertolovo,34.00,Good,1.00,Good,34.00,Good,1.00,Good,21.00,Good,9.00,0.50
Russian Federation,Kuleshovka,37.00,Good,1.00,Good,37.00,Good,2.00,Good,17.00,Good,9.00,0.50
Russian Federation,Kurovskoye,31.00,Good,1.00,Good,31.00,Good,3.00,Good,26.00,Good,9.00,0.50
Russian Federation,Lyubertsy,60.00,Moderate,1.00,Good,19.00,Good,15.00,Good,60.00,Moderate,9.00,0.50
Russian Federation,Mezhdurechensk,37.00,Good,1.00,Good,37.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Mikun,35.00,Good,1.00,Good,35.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Monchegorsk,29.00,Good,1.00,Good,29.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Khvalynsk,45.00,Good,1.00,Good,38.00,Good,0.00,Good,45.00,Good,9.00,0.50
Russian Federation,Maykop,57.00,Moderate,1.00,Good,38.00,Good,1.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Zavolzhsk,55.00,Moderate,1.00,Good,24.00,Good,4.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Ukhta,44.00,Good,1.00,Good,33.00,Good,0.00,Good,44.00,Good,9.00,0.50
Russian Federation,Rybnoye,52.00,Moderate,1.00,Good,35.00,Good,2.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Zheleznovodsk,40.00,Good,1.00,Good,40.00,Good,1.00,Good,38.00,Good,9.00,0.50
Russian Federation,Arzamas,29.00,Good,1.00,Good,29.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Barysh,46.00,Good,0.00,Good,31.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Bavly,29.00,Good,1.00,Good,29.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Sasovo,40.00,Good,1.00,Good,33.00,Good,0.00,Good,40.00,Good,9.00,0.50
Russian Federation,Strezhevoy,30.00,Good,1.00,Good,30.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Tatarsk,37.00,Good,1.00,Good,37.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Ufa,40.00,Good,1.00,Good,40.00,Good,0.00,Good,36.00,Good,9.00,0.50
Russian Federation,Usman,36.00,Good,1.00,Good,36.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Ussuriysk,56.00,Moderate,2.00,Good,35.00,Good,1.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Arkhangelsk,28.00,Good,1.00,Good,28.00,Good,1.00,Good,14.00,Good,9.00,0.50
Russian Federation,Urzhum,33.00,Good,1.00,Good,33.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Suzdal,43.00,Good,1.00,Good,24.00,Good,7.00,Good,43.00,Good,9.00,0.50
